type,f3,name,set,number,rarity,source,qr_value_pokemon,qr_value_trainer,image
Pokemon,5590,Flamigo,A2b,44,U,normal,5590,10005590,cPK_10_005590_00_KARAMINGO_U.webp
Pokemon,5600,Ekans,A2b,45,C,normal,5600,10005600,cPK_10_005600_00_ARBO_C.webp
Pokemon,5610,Arbok,A2b,46,U,normal,5610,10005610,cPK_10_005610_00_ARBOK_U.webp
Pokemon,5620,Paldean Wooper,A2b,47,C,normal,5620,10005620,cPK_10_005620_00_PALDEAUPAH_C.webp
Pokemon,5630,Paldean Clodsire ex,A2b,48,RR,normal,5630,10005630,cPK_10_005630_00_PALDEADOOHex_RR.webp
Pokemon,5640,Spiritomb,A2b,49,U,normal,5640,10005640,cPK_10_005640_00_MIKARUGE_U.webp
Pokemon,5650,Shroodle,A2b,50,C,normal,5650,10005650,cPK_10_005650_00_SHIRUSHREW_C.webp
Pokemon,5660,Grafaiai,A2b,51,R,normal,5660,10005660,cPK_10_005660_00_TAGGINGRU_R.webp
Pokemon,5670,Tinkatink,A2b,52,C,normal,5670,10005670,cPK_10_005670_00_KANUCHAN_C.webp
Pokemon,5680,Tinkatuff,A2b,53,U,normal,5680,10005680,cPK_10_005680_00_NAKANUCHAN_U.webp
Pokemon,5690,Tinkaton ex,A2b,54,RR,normal,5690,10005690,cPK_10_005690_00_DEKANUCHANex_RR.webp
Pokemon,5700,Varoom,A2b,55,C,normal,5700,10005700,cPK_10_005700_00_BURORON_C.webp
Pokemon,5710,Revavroom,A2b,56,U,normal,5710,10005710,cPK_10_005710_00_BUROROROOM_U.webp
Pokemon,5720,Gholdengo,A2b,57,R,normal,5720,10005720,cPK_10_005720_00_SURFUGO_R.webp
Pokemon,5730,Rattata,A2b,58,C,normal,5730,10005730,cPK_10_005730_00_KORATTA_C.webp
Pokemon,5740,Raticate,A2b,59,C,normal,5740,10005740,cPK_10_005740_00_RATTA_C.webp
Pokemon,5750,Jigglypuff,A2b,60,C,normal,5750,10005750,cPK_10_005750_00_PURIN_C.webp
Pokemon,5760,Wigglytuff,A2b,61,R,normal,5760,10005760,cPK_10_005760_00_PUKURIN_R.webp
Pokemon,5770,Lickitung,A2b,62,C,normal,5770,10005770,cPK_10_005770_00_BERORINGA_C.webp
Pokemon,5780,Lickilicky,A2b,63,C,normal,5780,10005780,cPK_10_005780_00_BEROBELT_C.webp
Pokemon,5790,Bibarel ex,A2b,65,RR,normal,5790,10005790,cPK_10_005790_00_BEADARUex_RR.webp
Pokemon,5800,Buneary,A2b,66,C,normal,5800,10005800,cPK_10_005800_00_MIMIROL_C.webp
Pokemon,5810,Lopunny,A2b,67,C,normal,5810,10005810,cPK_10_005810_00_MIMILOP_C.webp
Pokemon,5820,Exeggcute,A3,1,C,normal,5820,10005820,cPK_10_005820_00_TAMATAMA_C.webp
Pokemon,5830,Alolan Exeggutor,A3,2,R,normal,5830,10005830,cPK_10_005830_00_ALOLANASSY_R.webp
Pokemon,5840,Surskit,A3,3,C,normal,5840,10005840,cPK_10_005840_00_AMETAMA_C.webp
Pokemon,5850,Masquerain,A3,4,U,normal,5850,10005850,cPK_10_005850_00_AMEMOTH_U.webp
Pokemon,5860,Maractus,A3,5,C,normal,5860,10005860,cPK_10_005860_00_MARACACCHI_C.webp
Pokemon,5870,Karrablast,A3,6,C,normal,5870,10005870,cPK_10_005870_00_KABURUMO_C.webp
Pokemon,5880,Phantump,A3,7,C,normal,5880,10005880,cPK_10_005880_00_BOKUREI_C.webp
Pokemon,5890,Trevenant,A3,8,U,normal,5890,10005890,cPK_10_005890_00_OHROT_U.webp
Pokemon,5900,Rowlet,A3,9,C,normal,5900,10005900,cPK_10_005900_00_MOKUROH_C.webp
Pokemon,5910,Rowlet,A3,10,C,normal,5910,10005910,cPK_10_005910_00_MOKUROH_C.webp
Pokemon,5920,Dartrix,A3,11,U,normal,5920,10005920,cPK_10_005920_00_FUKUTHROW_U.webp
Pokemon,5930,Decidueye ex,A3,12,RR,normal,5930,10005930,cPK_10_005930_00_JUNAIPERex_RR.webp
Pokemon,5940,Grubbin,A3,13,C,normal,5940,10005940,cPK_10_005940_00_AGOJIMUSHI_C.webp
Pokemon,5950,Fomantis,A3,14,C,normal,5950,10005950,cPK_10_005950_00_KARIKIRI_C.webp
Pokemon,5960,Lurantis,A3,15,U,normal,5960,10005960,cPK_10_005960_00_LALANTES_U.webp
Pokemon,5970,Morelull,A3,16,C,normal,5970,10005970,cPK_10_005970_00_NEMASYU_C.webp
Pokemon,5980,Shiinotic,A3,17,U,normal,5980,10005980,cPK_10_005980_00_MASHADE_U.webp
Pokemon,5990,Bounsweet,A3,18,C,normal,5990,10005990,cPK_10_005990_00_AMAKAJI_C.webp
Pokemon,6000,Steenee,A3,19,U,normal,6000,10006000,cPK_10_006000_00_AMAMAIKO_U.webp
Pokemon,6010,Tsareena,A3,20,R,normal,6010,10006010,cPK_10_006010_00_AMAJO_R.webp
Pokemon,6020,Wimpod,A3,21,C,normal,6020,10006020,cPK_10_006020_00_KOSOKUMUSHI_C.webp
Pokemon,6030,Golisopod,A3,22,R,normal,6030,10006030,cPK_10_006030_00_GUSOKUMUSHA_R.webp
Pokemon,6040,Dhelmise ex,A3,23,RR,normal,6040,10006040,cPK_10_006040_00_DADARINex_RR.webp
Pokemon,6050,Tapu Bulu,A3,24,R,normal,6050,10006050,cPK_10_006050_00_KAPU-BULUL_R.webp
Pokemon,6060,Growlithe,A3,25,C,normal,6060,10006060,cPK_10_006060_00_GARDIE_C.webp
Pokemon,6070,Arcanine,A3,26,U,normal,6070,10006070,cPK_10_006070_00_WINDIE_U.webp
Pokemon,6080,Alolan Marowak,A3,27,U,normal,6080,10006080,cPK_10_006080_00_ALOLAGARAGARA_U.webp
Pokemon,6090,Fletchinder,A3,28,C,normal,6090,10006090,cPK_10_006090_00_HINOYAKOMA_C.webp
Pokemon,6100,Talonflame,A3,29,R,normal,6100,10006100,cPK_10_006100_00_FIARROW_R.webp
Pokemon,6110,Litten,A3,30,C,normal,6110,10006110,cPK_10_006110_00_NYABBY_C.webp
Pokemon,6120,Litten,A3,31,C,normal,6120,10006120,cPK_10_006120_00_NYABBY_C.webp
Pokemon,6130,Torracat,A3,32,U,normal,6130,10006130,cPK_10_006130_00_NYAHEAT_U.webp
Pokemon,6140,Incineroar ex,A3,33,RR,normal,6140,10006140,cPK_10_006140_00_GAOGAENex_RR.webp
Pokemon,6150,Oricorio,A3,34,U,normal,6150,10006150,cPK_10_006150_00_ODORIDORIMERAMERASTYLE_U.webp
Pokemon,6160,Salandit,A3,35,C,normal,6160,10006160,cPK_10_006160_00_YATOUMORI_C.webp
Pokemon,6170,Salazzle,A3,36,C,normal,6170,10006170,cPK_10_006170_00_ENNEWT_C.webp
Pokemon,6180,Turtonator,A3,37,R,normal,6180,10006180,cPK_10_006180_00_BAKUGAMES_R.webp
Pokemon,6190,Alolan Sandshrew,A3,38,C,normal,6190,10006190,cPK_10_006190_00_ALOLASAND_C.webp
Pokemon,6200,Alolan Sandslash,A3,39,U,normal,6200,10006200,cPK_10_006200_00_ALOLASANDPAN_U.webp
Pokemon,6210,Alolan Vulpix,A3,40,C,normal,6210,10006210,cPK_10_006210_00_ALOLAROKON_C.webp
Pokemon,6220,Alolan Ninetales,A3,41,R,normal,6220,10006220,cPK_10_006220_00_ALOLAKYUKON_R.webp
Pokemon,6230,Shellder,A3,42,C,normal,6230,10006230,cPK_10_006230_00_SHELLDER_C.webp
Pokemon,6240,Cloyster,A3,43,U,normal,6240,10006240,cPK_10_006240_00_PARSHEN_U.webp
Pokemon,6250,Lapras,A3,44,U,normal,6250,10006250,cPK_10_006250_00_LAPLACE_U.webp
Pokemon,6260,Popplio,A3,45,C,normal,6260,10006260,cPK_10_006260_00_ASHIMARI_C.webp
Pokemon,6270,Popplio,A3,46,C,normal,6270,10006270,cPK_10_006270_00_ASHIMARI_C.webp
Pokemon,6280,Brionne,A3,47,U,normal,6280,10006280,cPK_10_006280_00_OSYAMARI_U.webp
Pokemon,6290,Primarina,A3,48,R,normal,6290,10006290,cPK_10_006290_00_ASHIRENE_R.webp
Pokemon,6300,Crabominable ex,A3,49,RR,normal,6300,10006300,cPK_10_006300_00_KEKENKANIex_RR.webp
Pokemon,6310,Wishiwashi,A3,50,C,normal,6310,10006310,cPK_10_006310_00_YOWASHITANDOKUNOSUGATA_C.webp
Pokemon,6320,Wishiwashi ex,A3,51,RR,normal,6320,10006320,cPK_10_006320_00_YOWASHIMURETASUGATA_RR.webp
Pokemon,6330,Dewpider,A3,52,C,normal,6330,10006330,cPK_10_006330_00_SHIZUKUMO_C.webp
Pokemon,6340,Araquanid,A3,53,U,normal,6340,10006340,cPK_10_006340_00_ONISHIZUKUMO_U.webp
Pokemon,6350,Pyukumuku,A3,54,C,normal,6350,10006350,cPK_10_006350_00_NAMAKOBUSHI_C.webp
Pokemon,6360,Bruxish,A3,55,C,normal,6360,10006360,cPK_10_006360_00_HAGIGISHIRI_C.webp
Pokemon,6370,Tapu Fini,A3,56,R,normal,6370,10006370,cPK_10_006370_00_KAPU-REHIRE_R.webp
Pokemon,6380,Pikachu,A3,57,C,normal,6380,10006380,cPK_10_006380_00_PIKACHU_C.webp
Pokemon,6390,Alolan Raichu ex,A3,58,RR,normal,6390,10006390,cPK_10_006390_00_ALOLARAICHUex_RR.webp
Pokemon,6400,Alolan Geodude,A3,59,C,normal,6400,10006400,cPK_10_006400_00_ALOLAISITSUBUTE_C.webp
Pokemon,6410,Alolan Graveler,A3,60,U,normal,6410,10006410,cPK_10_006410_00_ALOLAGOLONE_U.webp
Pokemon,6420,Alolan Golem,A3,61,R,normal,6420,10006420,cPK_10_006420_00_ALOLAGOLONYA_R.webp
Pokemon,6430,Helioptile,A3,62,C,normal,6430,10006430,cPK_10_006430_00_ERIKITERU_C.webp
Pokemon,6440,Heliolisk,A3,63,C,normal,6440,10006440,cPK_10_006440_00_ELEZARD_C.webp
Pokemon,6450,Charjabug,A3,64,U,normal,6450,10006450,cPK_10_006450_00_DENDIMUSHI_U.webp
Pokemon,6460,Vikavolt,A3,65,R,normal,6460,10006460,cPK_10_006460_00_KUWAGANNON_R.webp
Pokemon,6470,Oricorio,A3,66,R,normal,6470,10006470,cPK_10_006470_00_ODORIDORIPACHIPACHISTYLE_R.webp
Pokemon,6480,Togedemaru,A3,67,C,normal,6480,10006480,cPK_10_006480_00_TOGEDEMARU_C.webp
Pokemon,6490,Tapu Koko,A3,68,R,normal,6490,10006490,cPK_10_006490_00_KAPU-KOKEKO_R.webp
Pokemon,6500,Mr. Mime,A3,69,U,normal,6500,10006500,cPK_10_006500_00_BARRIERD_U.webp
Pokemon,6510,Sableye,A3,70,U,normal,6510,10006510,cPK_10_006510_00_YAMIRAMI_U.webp
Pokemon,6520,Spoink,A3,71,C,normal,6520,10006520,cPK_10_006520_00_BANEBOO_C.webp
Pokemon,6530,Grumpig,A3,72,U,normal,6530,10006530,cPK_10_006530_00_BOOPIG_U.webp
Pokemon,6540,Lunatone,A3,73,C,normal,6540,10006540,cPK_10_006540_00_LUNATONE_C.webp
Pokemon,6550,Shuppet,A3,74,C,normal,6550,10006550,cPK_10_006550_00_KAGEBOUZU_C.webp
Pokemon,6560,Banette,A3,75,C,normal,6560,10006560,cPK_10_006560_00_JUPPETA_C.webp
Pokemon,6570,Oricorio,A3,76,U,normal,6570,10006570,cPK_10_006570_00_ODORIDORIFURAFURASTYLE_U.webp
Pokemon,6580,Oricorio,A3,77,U,normal,6580,10006580,cPK_10_006580_00_ODORIDORIMAIMAISTYLE_U.webp
Pokemon,6590,Cutiefly,A3,78,C,normal,6590,10006590,cPK_10_006590_00_ABULY_C.webp
Pokemon,6600,Ribombee,A3,79,C,normal,6600,10006600,cPK_10_006600_00_ABURIBBON_C.webp
Pokemon,6610,Comfey,A3,80,R,normal,6610,10006610,cPK_10_006610_00_CUWAWA_R.webp
Pokemon,6620,Sandygast,A3,81,C,normal,6620,10006620,cPK_10_006620_00_SUNABA_C.webp
Pokemon,6630,Palossand,A3,82,R,normal,6630,10006630,cPK_10_006630_00_SIRODETHNA_R.webp
Pokemon,6640,Mimikyu,A3,83,C,normal,6640,10006640,cPK_10_006640_00_MIMIKKYU_C.webp
Pokemon,6650,Tapu Lele,A3,84,R,normal,6650,10006650,cPK_10_006650_00_KAPU-TETEFU_R.webp
Pokemon,6660,Cosmog,A3,85,C,normal,6660,10006660,cPK_10_006660_00_COSMOG_C.webp
Pokemon,6670,Cosmoem,A3,86,U,normal,6670,10006670,cPK_10_006670_00_COSMOVUM_U.webp
Pokemon,6680,Lunala ex,A3,87,RR,normal,6680,10006680,cPK_10_006680_00_LUNALAex_RR.webp
Pokemon,6690,Necrozma,A3,88,R,normal,6690,10006690,cPK_10_006690_00_NECROZMA_R.webp
Pokemon,6700,Cubone,A3,89,C,normal,6700,10006700,cPK_10_006700_00_KARAKARA_C.webp
Pokemon,6710,Makuhita,A3,90,C,normal,6710,10006710,cPK_10_006710_00_MAKUNOSHITA_C.webp
Pokemon,6720,Hariyama,A3,91,U,normal,6720,10006720,cPK_10_006720_00_HARITEYAMA_U.webp
Pokemon,6730,Solrock,A3,92,C,normal,6730,10006730,cPK_10_006730_00_SOLROCK_C.webp
Pokemon,6740,Drilbur,A3,93,C,normal,6740,10006740,cPK_10_006740_00_MOGUREW_C.webp
Pokemon,6750,Timburr,A3,94,C,normal,6750,10006750,cPK_10_006750_00_DOKKORER_C.webp
Pokemon,6760,Gurdurr,A3,95,U,normal,6760,10006760,cPK_10_006760_00_DOTEKKOTSU_U.webp
Pokemon,6770,Conkeldurr,A3,96,R,normal,6770,10006770,cPK_10_006770_00_ROUBUSHIN_R.webp
Pokemon,6780,Crabrawler,A3,97,C,normal,6780,10006780,cPK_10_006780_00_MAKENKANI_C.webp
Pokemon,6790,Rockruff,A3,98,C,normal,6790,10006790,cPK_10_006790_00_IWANKO_C.webp
Pokemon,6800,Rockruff,A3,99,C,normal,6800,10006800,cPK_10_006800_00_IWANKO_C.webp
Pokemon,6810,Lycanroc,A3,100,R,normal,6810,10006810,cPK_10_006810_00_LUGARUGANMAHIRUNOSUGATA_R.webp
Pokemon,6820,Lycanroc,A3,101,R,normal,6820,10006820,cPK_10_006820_00_LUGARUGANMAYONAKANOSUGATA_R.webp
Pokemon,6830,Mudbray,A3,102,C,normal,6830,10006830,cPK_10_006830_00_DOROBANKO_C.webp
Pokemon,6840,Mudsdale,A3,103,U,normal,6840,10006840,cPK_10_006840_00_BANBADORO_U.webp
Pokemon,6850,Passimian ex,A3,104,RR,normal,6850,10006850,cPK_10_006850_00_NAGETUKESARUex_RR.webp
Pokemon,6860,Minior,A3,105,U,normal,6860,10006860,cPK_10_006860_00_METENOAKAIRONOCORE_U.webp
Pokemon,6870,Alolan Rattata,A3,106,C,normal,6870,10006870,cPK_10_006870_00_ALOLAKORATTA_C.webp
Pokemon,6880,Alolan Raticate,A3,107,U,normal,6880,10006880,cPK_10_006880_00_ALOLARATTA_U.webp
Pokemon,6890,Alolan Meowth,A3,108,C,normal,6890,10006890,cPK_10_006890_00_ALOLANYARTH_C.webp
Pokemon,6900,Alolan Persian,A3,109,R,normal,6900,10006900,cPK_10_006900_00_ALOLAPERSIAN_R.webp
Pokemon,6910,Alolan Grimer,A3,110,C,normal,6910,10006910,cPK_10_006910_00_ALOLABETBETER_C.webp
Pokemon,6920,Alolan Muk ex,A3,111,RR,normal,6920,10006920,cPK_10_006920_00_ALOLABETBETONex_RR.webp
Pokemon,6930,Absol,A3,112,R,normal,6930,10006930,cPK_10_006930_00_ABSOL_R.webp
Pokemon,6940,Trubbish,A3,113,C,normal,6940,10006940,cPK_10_006940_00_YABUKURON_C.webp
Pokemon,6950,Garbodor,A3,114,U,normal,6950,10006950,cPK_10_006950_00_DUSTDAS_U.webp
Pokemon,6960,Mareanie,A3,115,C,normal,6960,10006960,cPK_10_006960_00_HIDOIDE_C.webp
Pokemon,6970,Toxapex,A3,116,C,normal,6970,10006970,cPK_10_006970_00_DOHIDOIDE_C.webp
Pokemon,6980,Alolan Diglett,A3,117,C,normal,6980,10006980,cPK_10_006980_00_ALOLADIGDA_C.webp
Pokemon,6990,Alolan Dugtrio,A3,118,C,normal,6990,10006990,cPK_10_006990_00_ALOLADUGTRIO_C.webp
Pokemon,7000,Excadrill,A3,119,U,normal,7000,10007000,cPK_10_007000_00_DORYUZU_U.webp
Pokemon,7010,Escavalier,A3,120,U,normal,7010,10007010,cPK_10_007010_00_CHEVARGO_U.webp
Pokemon,7020,Klefki,A3,121,R,normal,7020,10007020,cPK_10_007020_00_CLEFFY_R.webp
Pokemon,7030,Solgaleo ex,A3,122,RR,normal,7030,10007030,cPK_10_007030_00_SOLGALEOex_RR.webp
Pokemon,7040,Magearna,A3,123,R,normal,7040,10007040,cPK_10_007040_00_MAGEARNA_R.webp
Pokemon,7050,Drampa,A3,124,R,normal,7050,10007050,cPK_10_007050_00_JIJILONG_R.webp
Pokemon,7060,Jangmo-o,A3,125,C,normal,7060,10007060,cPK_10_007060_00_JYARAKO_C.webp
Pokemon,7070,Hakamo-o,A3,126,U,normal,7070,10007070,cPK_10_007070_00_JYARANGO_U.webp
Pokemon,7080,Kommo-o,A3,127,R,normal,7080,10007080,cPK_10_007080_00_JYARARANGA_R.webp
Pokemon,7090,Tauros,A3,128,U,normal,7090,10007090,cPK_10_007090_00_KENTAUROS_U.webp
Pokemon,7100,Skitty,A3,129,C,normal,7100,10007100,cPK_10_007100_00_ENECO_C.webp
Pokemon,7110,Delcatty,A3,130,U,normal,7110,10007110,cPK_10_007110_00_ENEKORORO_U.webp
Pokemon,7120,Fletchling,A3,131,C,normal,7120,10007120,cPK_10_007120_00_YAYAKOMA_C.webp
Pokemon,7130,Hawlucha,A3,132,U,normal,7130,10007130,cPK_10_007130_00_LUCHABULL_U.webp
Pokemon,7140,Pikipek,A3,133,C,normal,7140,10007140,cPK_10_007140_00_TSUTSUKERA_C.webp
Pokemon,7150,Trumbeak,A3,134,C,normal,7150,10007150,cPK_10_007150_00_KERARAPPA_C.webp
Pokemon,7160,Toucannon,A3,135,U,normal,7160,10007160,cPK_10_007160_00_DODEKABASHI_U.webp
Pokemon,7170,Yungoos,A3,136,C,normal,7170,10007170,cPK_10_007170_00_YOUNGOOSE_C.webp
Pokemon,7180,Gumshoos,A3,137,C,normal,7180,10007180,cPK_10_007180_00_DEKAGOOSE_C.webp
Pokemon,7190,Stufful,A3,138,C,normal,7190,10007190,cPK_10_007190_00_NUIKOGUMA_C.webp
Pokemon,7200,Bewear,A3,139,R,normal,7200,10007200,cPK_10_007200_00_KITERUGUMA_R.webp
Pokemon,7210,Oranguru,A3,140,R,normal,7210,10007210,cPK_10_007210_00_YAREYUUTAN_R.webp
Pokemon,7220,Komala,A3,141,U,normal,7220,10007220,cPK_10_007220_00_NEKKOARA_U.webp
Pokemon,7230,Alolan Grimer,PROMO-A,72,C,promo-only,7230,10007230,cPK_90_007230_00_ALOLABETBETER_C.webp
Pokemon,7240,Toucannon,PROMO-A,73,C,promo-only,7240,10007240,cPK_90_007240_00_DODEKABASHI_C.webp
Pokemon,7250,Kartana,A3a,8,C,normal,7250,10007250,cPK_10_007250_00_KAMITURUGI_C.webp
Pokemon,7260,Blacephalon,A3a,9,U,normal,7260,10007260,cPK_10_007260_00_ZUGADOON_U.webp
Pokemon,7270,Xurkitree,A3a,20,U,normal,7270,10007270,cPK_10_007270_00_DENJYUMOKU_U.webp
Pokemon,7280,Dawn Wings Necrozma,PROMO-A,78,R,promo-only,7280,10007280,cPK_90_007280_00_NECROZMAAKATSUKINOTSUBASA_R.webp
Pokemon,7290,Dusk Mane Necrozma,PROMO-A,79,R,promo-only,7290,10007290,cPK_90_007290_00_NECROZMATASOGARENOTATEGAMI_R.webp
Pokemon,7300,Stakataka,A3a,53,U,normal,7300,10007300,cPK_10_007300_00_TUNDETUNDE_U.webp
Pokemon,7310,Ultra Necrozma ex,PROMO-A,81,RR,promo-only,7310,10007310,cPK_90_007310_00_NECROZMAULTRANECROZMAex_RR.webp
Pokemon,7320,Vanillite,A3b,18,C,normal,7320,10007320,cPK_10_007320_00_VANIPETI_C.webp
Pokemon,7330,Jolteon,A3b,25,R,normal,7330,10007330,cPK_10_007330_00_THUNDERS_R.webp
Pokemon,7340,Alcremie,A3b,37,U,normal,7340,10007340,cPK_10_007340_00_MAWHIP_U.webp
Pokemon,7350,Dragonair,PROMO-A,88,C,promo-only,7350,10007350,cPK_90_007350_00_HAKURYU_C.webp
Pokemon,7360,Audino,PROMO-A,89,C,promo-only,7360,10007360,cPK_90_007360_00_TABUNNE_C.webp
Pokemon,7370,Poipole,A3a,44,C,normal,7370,10007370,cPK_10_007370_00_BEVENOM_C.webp
Pokemon,7380,Stufful,A3a,57,C,normal,7380,10007380,cPK_10_007380_00_NUIKOGUMA_C.webp
Pokemon,7390,Togedemaru,A3b,48,C,normal,7390,10007390,cPK_10_007390_00_TOGEDEMARU_C.webp
Pokemon,7400,Greedent,A3b,65,U,normal,7400,10007400,cPK_10_007400_00_YOKUBARISU_U.webp
Pokemon,7410,Zeraora,A3a,21,R,normal,7410,10007410,cPK_10_007410_00_ZERAORA_R.webp
Pokemon,7420,Tapu Koko ex,A3a,19,RR,normal,7420,10007420,cPK_10_007420_00_KAPU-KOKEKOex_RR.webp
Pokemon,7430,Petilil,A3a,1,C,normal,7430,10007430,cPK_10_007430_00_CHURINE_C.webp
Pokemon,7440,Lilligant,A3a,2,C,normal,7440,10007440,cPK_10_007440_00_DREDEAR_C.webp
Pokemon,7450,Rowlet,A3a,3,C,normal,7450,10007450,cPK_10_007450_00_MOKUROH_C.webp
Pokemon,7460,Dartrix,A3a,4,U,normal,7460,10007460,cPK_10_007460_00_FUKUTHROW_U.webp
Pokemon,7470,Decidueye,A3a,5,R,normal,7470,10007470,cPK_10_007470_00_JUNAIPER_R.webp
Pokemon,7480,Buzzwole ex,A3a,6,RR,normal,7480,10007480,cPK_10_007480_00_MASSIVOONex_RR.webp
Pokemon,7490,Pheromosa,A3a,7,U,normal,7490,10007490,cPK_10_007490_00_PHEROACHE_U.webp
Pokemon,7500,Mantine,A3a,10,C,normal,7500,10007500,cPK_10_007500_00_MANTAIN_C.webp
Pokemon,7510,Carvanha,A3a,11,C,normal,7510,10007510,cPK_10_007510_00_KIBANHA_C.webp
Pokemon,7520,Sharpedo,A3a,12,U,normal,7520,10007520,cPK_10_007520_00_SAMEHADER_U.webp
Pokemon,7530,Shinx,A3a,13,C,normal,7530,10007530,cPK_10_007530_00_KOLINK_C.webp
Pokemon,7540,Luxio,A3a,14,C,normal,7540,10007540,cPK_10_007540_00_LUXIO_C.webp
Pokemon,7550,Luxray,A3a,15,R,normal,7550,10007550,cPK_10_007550_00_RENTORAR_R.webp
Pokemon,7560,Blitzle,A3a,16,C,normal,7560,10007560,cPK_10_007560_00_SHIMAMA_C.webp
Pokemon,7570,Zebstrika,A3a,17,C,normal,7570,10007570,cPK_10_007570_00_ZEBRAIKA_C.webp
Pokemon,7580,Emolga,A3a,18,C,normal,7580,10007580,cPK_10_007580_00_EMOLGA_C.webp
Pokemon,7590,Clefairy,A3a,22,C,normal,7590,10007590,cPK_10_007590_00_PIPPI_C.webp
Pokemon,7600,Clefable,A3a,23,U,normal,7600,10007600,cPK_10_007600_00_PIXY_U.webp
Pokemon,7610,Phantump,A3a,24,C,normal,7610,10007610,cPK_10_007610_00_BOKUREI_C.webp
Pokemon,7620,Trevenant,A3a,25,C,normal,7620,10007620,cPK_10_007620_00_OHROT_C.webp
Pokemon,7630,Morelull,A3a,26,C,normal,7630,10007630,cPK_10_007630_00_NEMASYU_C.webp
Pokemon,7640,Shiinotic,A3a,27,R,normal,7640,10007640,cPK_10_007640_00_MASHADE_R.webp
Pokemon,7650,Meditite,A3a,28,C,normal,7650,10007650,cPK_10_007650_00_ASANAN_C.webp
Pokemon,7660,Medicham,A3a,29,U,normal,7660,10007660,cPK_10_007660_00_CHAREM_U.webp
Pokemon,7670,Baltoy,A3a,30,C,normal,7670,10007670,cPK_10_007670_00_YAJILON_C.webp
Pokemon,7680,Claydol,A3a,31,U,normal,7680,10007680,cPK_10_007680_00_NENDOLL_U.webp
Pokemon,7690,Rockruff,A3a,32,C,normal,7690,10007690,cPK_10_007690_00_IWANKO_C.webp
Pokemon,7700,Lycanroc ex,A3a,33,RR,normal,7700,10007700,cPK_10_007700_00_LUGARUGANTASOGARENOSUGATA_RR.webp
Pokemon,7710,Passimian,A3a,34,C,normal,7710,10007710,cPK_10_007710_00_NAGETUKESARU_C.webp
Pokemon,7720,Sandygast,A3a,35,C,normal,7720,10007720,cPK_10_007720_00_SUNABA_C.webp
Pokemon,7730,Palossand,A3a,36,U,normal,7730,10007730,cPK_10_007730_00_SIRODETHNA_U.webp
Pokemon,7740,Alolan Meowth,A3a,37,C,normal,7740,10007740,cPK_10_007740_00_ALOLANYARTH_C.webp
Pokemon,7750,Alolan Persian,A3a,38,U,normal,7750,10007750,cPK_10_007750_00_ALOLAPERSIAN_U.webp
Pokemon,7760,Sandile,A3a,39,C,normal,7760,10007760,cPK_10_007760_00_MEGUROCO_C.webp
Pokemon,7770,Krokorok,A3a,40,C,normal,7770,10007770,cPK_10_007770_00_WARUVILE_C.webp
Pokemon,7780,Krookodile,A3a,41,U,normal,7780,10007780,cPK_10_007780_00_WARUVIAL_U.webp
Pokemon,7790,Nihilego,A3a,42,R,normal,7790,10007790,cPK_10_007790_00_UTUROID_R.webp
Pokemon,7800,Guzzlord ex,A3a,43,RR,normal,7800,10007800,cPK_10_007800_00_AKUZIKINGex_RR.webp
Pokemon,7810,Naganadel,A3a,45,R,normal,7810,10007810,cPK_10_007810_00_AGOYON_R.webp
Pokemon,7820,Alolan Diglett,A3a,46,C,normal,7820,10007820,cPK_10_007820_00_ALOLADIGDA_C.webp
Pokemon,7830,Alolan Dugtrio ex,A3a,47,RR,normal,7830,10007830,cPK_10_007830_00_ALOLADUGTRIOex_RR.webp
Pokemon,7840,Aron,A3a,48,C,normal,7840,10007840,cPK_10_007840_00_COKODORA_C.webp
Pokemon,7850,Lairon,A3a,49,C,normal,7850,10007850,cPK_10_007850_00_KODORA_C.webp
Pokemon,7860,Aggron,A3a,50,U,normal,7860,10007860,cPK_10_007860_00_BOSSGODORA_U.webp
Pokemon,7870,Ferroseed,A3a,51,C,normal,7870,10007870,cPK_10_007870_00_TESSEED_C.webp
Pokemon,7880,Ferrothorn,A3a,52,U,normal,7880,10007880,cPK_10_007880_00_NUTREY_U.webp
Pokemon,7890,Lillipup,A3a,54,C,normal,7890,10007890,cPK_10_007890_00_YORTERRIE_C.webp
Pokemon,7900,Herdier,A3a,55,C,normal,7900,10007900,cPK_10_007900_00_HERDERRIE_C.webp
Pokemon,7910,Stoutland,A3a,56,U,normal,7910,10007910,cPK_10_007910_00_MOOLAND_U.webp
Pokemon,7920,Bewear,A3a,58,U,normal,7920,10007920,cPK_10_007920_00_KITERUGUMA_U.webp
Pokemon,7930,Oranguru,A3a,59,C,normal,7930,10007930,cPK_10_007930_00_YAREYUUTAN_C.webp
Pokemon,7940,Type: Null,A3a,60,U,normal,7940,10007940,cPK_10_007940_00_TYPENULL_U.webp
Pokemon,7950,Silvally,A3a,61,R,normal,7950,10007950,cPK_10_007950_00_SILVADY_R.webp
Pokemon,7960,Celesteela,A3a,62,R,normal,7960,10007960,cPK_10_007960_00_TEKKAGUYA_R.webp
Pokemon,7970,Tropius,A3b,1,U,normal,7970,10007970,cPK_10_007970_00_TROPIUS_U.webp
Pokemon,7980,Leafeon,A3b,2,R,normal,7980,10007980,cPK_10_007980_00_LEAFIA_R.webp
